schedule,chunksize,num_threads,loop,time
dynamic,2,12,2,0.054114
dynamic,2,12,1,0.018383
dynamic,2,12,2,0.054117
dynamic,2,12,1,0.018414
dynamic,2,12,2,0.054137
dynamic,2,12,1,0.018408
dynamic,2,12,2,0.054108
dynamic,2,12,1,0.018402
dynamic,2,12,2,0.054116
dynamic,2,12,1,0.018390
dynamic,2,12,2,0.054110
dynamic,2,12,1,0.018378
dynamic,2,12,2,0.054099
dynamic,2,12,1,0.018402
dynamic,2,12,2,0.054121
dynamic,2,24,1,0.010576
dynamic,2,24,2,0.027558
dynamic,2,24,1,0.010528
dynamic,2,24,2,0.027470
dynamic,2,24,1,0.010684
dynamic,2,24,2,0.027484
dynamic,2,24,1,0.010680
dynamic,2,24,2,0.027425
dynamic,2,24,1,0.010661
dynamic,2,24,2,0.027519
dynamic,2,24,1,0.010658
dynamic,2,24,2,0.027545
dynamic,2,24,1,0.010661
dynamic,2,24,2,0.027463
dynamic,2,24,1,0.010553
dynamic,2,24,2,0.027490
dynamic,2,24,1,0.010565
dynamic,2,24,2,0.027563
dynamic,2,24,1,0.010594
dynamic,2,24,2,0.027440
dynamic,2,24,1,0.010557
dynamic,2,24,2,0.027487
dynamic,2,24,1,0.010661
dynamic,2,24,2,0.027479
dynamic,2,24,1,0.010722
dynamic,2,24,2,0.027500
dynamic,2,24,1,0.010571
dynamic,2,24,2,0.027468
dynamic,2,24,1,0.010692
dynamic,2,24,2,0.027476
dynamic,2,24,1,0.010592
dynamic,2,24,2,0.027486
dynamic,2,24,1,0.010552
dynamic,2,24,2,0.027476
dynamic,2,24,1,0.010567
dynamic,2,24,2,0.027470
dynamic,2,24,1,0.010588
dynamic,2,24,2,0.027505
dynamic,2,24,1,0.010716
dynamic,2,24,2,0.027472
dynamic,4,1,1,0.171071
dynamic,4,1,2,0.502581
dynamic,4,1,1,0.171057
dynamic,4,1,2,0.503603
dynamic,4,1,1,0.171572
dynamic,4,1,2,0.504505
dynamic,4,1,1,0.172645
dynamic,4,1,2,0.505442
dynamic,4,1,1,0.171252
dynamic,4,1,2,0.496328
dynamic,4,1,1,0.171196
dynamic,4,1,2,0.497128
dynamic,4,1,1,0.171273
dynamic,4,1,2,0.498519
dynamic,4,1,1,0.171151
dynamic,4,1,2,0.500475
dynamic,4,1,1,0.170962
dynamic,4,1,2,0.501204
dynamic,4,1,1,0.171042
dynamic,4,1,2,0.504129
dynamic,4,1,1,0.171051
dynamic,4,1,2,0.504810
dynamic,4,1,1,0.171101
dynamic,4,1,2,0.506392
dynamic,4,1,1,0.171217
dynamic,4,1,2,0.504277
dynamic,4,1,1,0.172510
dynamic,4,1,2,0.496944
dynamic,4,1,1,0.171210
dynamic,4,1,2,0.496532
dynamic,4,1,1,0.171289
dynamic,4,1,2,0.497598
dynamic,4,1,1,0.171139
dynamic,4,1,2,0.498181
dynamic,4,1,1,0.171024
dynamic,4,1,2,0.500384
dynamic,4,1,1,0.171035
dynamic,4,1,2,0.503206
dynamic,4,1,1,0.171059
dynamic,4,1,2,0.503454
dynamic,4,2,1,0.088407
dynamic,4,2,2,0.263401
dynamic,4,2,1,0.088176
dynamic,4,2,2,0.263360
dynamic,4,2,1,0.088280
dynamic,4,2,2,0.259339
dynamic,4,2,1,0.088816
dynamic,4,2,2,0.263489
dynamic,4,2,1,0.088162
dynamic,4,2,2,0.263878
dynamic,4,2,1,0.088173
dynamic,4,2,2,0.261043
dynamic,4,2,1,0.088231
dynamic,4,2,2,0.259186
dynamic,4,2,1,0.088129
dynamic,4,2,2,0.259599
dynamic,4,2,1,0.088207
dynamic,4,2,2,0.263098
dynamic,4,2,1,0.088111
dynamic,4,2,2,0.261269
dynamic,4,2,1,0.088136
dynamic,4,2,2,0.259241
dynamic,4,2,1,0.088283
dynamic,4,2,2,0.259304
dynamic,4,2,1,0.088229
dynamic,4,2,2,0.259357
dynamic,4,2,1,0.088269
dynamic,4,2,2,0.259667
dynamic,4,2,1,0.088177
dynamic,4,2,2,0.262639
dynamic,4,2,1,0.088949
dynamic,4,2,2,0.262753
dynamic,4,2,1,0.088216
dynamic,4,2,2,0.258949
dynamic,4,2,1,0.088242
dynamic,4,2,2,0.263425
dynamic,4,2,1,0.088923
dynamic,4,2,2,0.264507
dynamic,4,2,1,0.088950
dynamic,4,2,2,0.263303
dynamic,4,3,1,0.060800
dynamic,4,3,2,0.180719
dynamic,4,3,1,0.060803
dynamic,4,3,2,0.180930
dynamic,4,3,1,0.060824
dynamic,4,3,2,0.181158
dynamic,4,3,1,0.060808
dynamic,4,3,2,0.180642
dynamic,4,3,1,0.060754
dynamic,4,3,2,0.180828
dynamic,4,3,1,0.060916
dynamic,4,3,2,0.181509
dynamic,4,3,1,0.060761
dynamic,4,3,2,0.180667
dynamic,4,3,1,0.060805
dynamic,4,3,2,0.180842
dynamic,4,3,1,0.060770
dynamic,4,3,2,0.181216
dynamic,4,3,1,0.060748
dynamic,4,3,2,0.180581
dynamic,4,3,1,0.060757
dynamic,4,3,2,0.180843
dynamic,4,3,1,0.060752
dynamic,4,3,2,0.183005
dynamic,4,3,1,0.060859
dynamic,4,3,2,0.180590
dynamic,4,3,1,0.060741
dynamic,4,3,2,0.180898
dynamic,4,3,1,0.060924
dynamic,4,3,2,0.183550
dynamic,4,3,1,0.060752
dynamic,4,3,2,0.180610
dynamic,4,3,1,0.060884
dynamic,4,3,2,0.180800
dynamic,4,3,1,0.060800
dynamic,4,3,2,0.183164
dynamic,4,3,1,0.060767
dynamic,4,3,2,0.180656
dynamic,4,3,1,0.060790
dynamic,4,3,2,0.180764
dynamic,4,6,1,0.033727
dynamic,4,6,2,0.103720
dynamic,4,6,1,0.033713
dynamic,4,6,2,0.103735
dynamic,4,6,1,0.033743
dynamic,4,6,2,0.103754
dynamic,4,6,1,0.033720
dynamic,4,6,2,0.103731
dynamic,4,6,1,0.033722
dynamic,4,6,2,0.103710
dynamic,4,6,1,0.033769
dynamic,4,6,2,0.103701
dynamic,4,6,1,0.033734
dynamic,4,6,2,0.103706
dynamic,4,6,1,0.033736
dynamic,4,6,2,0.103706
dynamic,4,6,1,0.033736
dynamic,4,6,2,0.103726
dynamic,4,6,1,0.033712
dynamic,4,6,2,0.103746
dynamic,4,6,1,0.033718
dynamic,4,6,2,0.103662
dynamic,4,6,1,0.033732
dynamic,4,6,2,0.103684
dynamic,4,6,1,0.033745
dynamic,4,6,2,0.103680
dynamic,4,6,1,0.033699
dynamic,4,6,2,0.103694
dynamic,4,6,1,0.033706
dynamic,4,6,2,0.103697
dynamic,4,6,1,0.033725
dynamic,4,6,2,0.103702
dynamic,4,6,1,0.033724
dynamic,4,6,2,0.103696
dynamic,4,6,1,0.033708
dynamic,4,6,2,0.103724
dynamic,4,6,1,0.033747
dynamic,4,6,2,0.104380
dynamic,4,6,1,0.033721
dynamic,4,6,2,0.103683
dynamic,4,12,1,0.017884
dynamic,4,12,2,0.053971
dynamic,4,12,1,0.017866
dynamic,4,12,2,0.053940
dynamic,4,12,1,0.017851
dynamic,4,12,2,0.053969
dynamic,4,12,1,0.017901
dynamic,4,12,2,0.053941
dynamic,4,12,1,0.017827
dynamic,4,12,2,0.054229
dynamic,4,12,1,0.017884
dynamic,4,12,2,0.053938
dynamic,4,12,1,0.017832
dynamic,4,12,2,0.053956
dynamic,4,12,1,0.017888
dynamic,4,12,2,0.053943
dynamic,4,12,1,0.017866
dynamic,4,12,2,0.053956
dynamic,4,12,1,0.017863
dynamic,4,12,2,0.053959
dynamic,4,12,1,0.017841
dynamic,4,12,2,0.053947
dynamic,4,12,1,0.017895
dynamic,4,12,2,0.053941
dynamic,4,12,1,0.017887
dynamic,4,12,2,0.054331
dynamic,4,12,1,0.017882
dynamic,4,12,2,0.053965
dynamic,4,12,1,0.017888
dynamic,4,12,2,0.053960
dynamic,4,12,1,0.017863
dynamic,4,12,2,0.053989
dynamic,4,12,1,0.017860
dynamic,4,12,2,0.053938
dynamic,4,12,1,0.017837
dynamic,4,12,2,0.053968
dynamic,4,12,1,0.017861
dynamic,4,12,2,0.053951
dynamic,4,12,1,0.017861
dynamic,4,12,2,0.053942
dynamic,4,24,1,0.010489
dynamic,4,24,2,0.036584
dynamic,4,24,1,0.010579
dynamic,4,24,2,0.036490
dynamic,4,24,1,0.010465
dynamic,4,24,2,0.036254
dynamic,4,24,1,0.010454
dynamic,4,24,2,0.036318
dynamic,4,24,1,0.010433
dynamic,4,24,2,0.036601
dynamic,4,24,1,0.010542
dynamic,4,24,2,0.036469
dynamic,4,24,1,0.010523
dynamic,4,24,2,0.036588
dynamic,4,24,1,0.010538
dynamic,4,24,2,0.036298
dynamic,4,24,1,0.010416
dynamic,4,24,2,0.036456
dynamic,4,24,1,0.010427
dynamic,4,24,2,0.036336
dynamic,4,24,1,0.010437
dynamic,4,24,2,0.036404
dynamic,4,24,1,0.010557
dynamic,4,24,2,0.036475
dynamic,4,24,1,0.010403
dynamic,4,24,2,0.036471
dynamic,4,24,1,0.010532
dynamic,4,24,2,0.036482
dynamic,4,24,1,0.010463
dynamic,4,24,2,0.036496
dynamic,4,24,1,0.010402
dynamic,4,24,2,0.036490
dynamic,4,24,1,0.010522
dynamic,4,24,2,0.036226
dynamic,4,24,1,0.010481
dynamic,4,24,2,0.036503
dynamic,4,24,1,0.010485
dynamic,4,24,2,0.036465
dynamic,4,24,1,0.010427
dynamic,4,24,2,0.036214
dynamic,8,1,1,0.170906
dynamic,8,1,2,0.504783
dynamic,8,1,1,0.170854
dynamic,8,1,2,0.504882
dynamic,8,1,1,0.171335
dynamic,8,1,2,0.504551
dynamic,8,1,1,0.170715
dynamic,8,1,2,0.504274
dynamic,8,1,1,0.170959
dynamic,8,1,2,0.496890
dynamic,8,1,1,0.170829
dynamic,8,1,2,0.499625
dynamic,8,1,1,0.170816
dynamic,8,1,2,0.501808
dynamic,8,1,1,0.170790
dynamic,8,1,2,0.503065
dynamic,8,1,1,0.170861
dynamic,8,1,2,0.504624
dynamic,8,1,1,0.170858
dynamic,8,1,2,0.504868
dynamic,8,1,1,0.171211
dynamic,8,1,2,0.504235
dynamic,8,1,1,0.171335
dynamic,8,1,2,0.504205
dynamic,8,1,1,0.171028
dynamic,8,1,2,0.504248
dynamic,8,1,1,0.170930
dynamic,8,1,2,0.496321
dynamic,8,1,1,0.170827
dynamic,8,1,2,0.498892
dynamic,8,1,1,0.170772
dynamic,8,1,2,0.501076
dynamic,8,1,1,0.170765
dynamic,8,1,2,0.503340
dynamic,8,1,1,0.170803
dynamic,8,1,2,0.504444
dynamic,8,1,1,0.170804
dynamic,8,1,2,0.504945
dynamic,8,1,1,0.170902
dynamic,8,1,2,0.504719
dynamic,8,2,1,0.088150
dynamic,8,2,2,0.263443
dynamic,8,2,1,0.087946
dynamic,8,2,2,0.263005
dynamic,8,2,1,0.088129
dynamic,8,2,2,0.260083
dynamic,8,2,1,0.087994
dynamic,8,2,2,0.259048
dynamic,8,2,1,0.087982
dynamic,8,2,2,0.263290
dynamic,8,2,1,0.088275
dynamic,8,2,2,0.263529
dynamic,8,2,1,0.087947
dynamic,8,2,2,0.262087
dynamic,8,2,1,0.087887
dynamic,8,2,2,0.258994
dynamic,8,2,1,0.087911
dynamic,8,2,2,0.259569
dynamic,8,2,1,0.088152
dynamic,8,2,2,0.265543
dynamic,8,2,1,0.087974
dynamic,8,2,2,0.262550
dynamic,8,2,1,0.088168
dynamic,8,2,2,0.263132
dynamic,8,2,1,0.088023
dynamic,8,2,2,0.263130
dynamic,8,2,1,0.088407
dynamic,8,2,2,0.263459
dynamic,8,2,1,0.088136
dynamic,8,2,2,0.263765
dynamic,8,2,1,0.088166
dynamic,8,2,2,0.260243
dynamic,8,2,1,0.088010
dynamic,8,2,2,0.258971
dynamic,8,2,1,0.088017
dynamic,8,2,2,0.263233
dynamic,8,2,1,0.088018
dynamic,8,2,2,0.263707
dynamic,8,2,1,0.087923
dynamic,8,2,2,0.260952
dynamic,8,3,1,0.060557
dynamic,8,3,2,0.180530
dynamic,8,3,1,0.060634
dynamic,8,3,2,0.183469
dynamic,8,3,1,0.060556
dynamic,8,3,2,0.180527
dynamic,8,3,1,0.060533
dynamic,8,3,2,0.180537
dynamic,8,3,1,0.060586
dynamic,8,3,2,0.180621
dynamic,8,3,1,0.060547
dynamic,8,3,2,0.180760
dynamic,8,3,1,0.060535
dynamic,8,3,2,0.182963
dynamic,8,3,1,0.060546
dynamic,8,3,2,0.180715
dynamic,8,3,1,0.060566
dynamic,8,3,2,0.182732
dynamic,8,3,1,0.060537
dynamic,8,3,2,0.180423
dynamic,8,3,1,0.060635
dynamic,8,3,2,0.180625
dynamic,8,3,1,0.060633
dynamic,8,3,2,0.183290
dynamic,8,3,1,0.060542
dynamic,8,3,2,0.180493
dynamic,8,3,1,0.060600
dynamic,8,3,2,0.180474
dynamic,8,3,1,0.060534
dynamic,8,3,2,0.181025
dynamic,8,3,1,0.060544
dynamic,8,3,2,0.182573
dynamic,8,3,1,0.060530
dynamic,8,3,2,0.180411
dynamic,8,3,1,0.060539
dynamic,8,3,2,0.182963
dynamic,8,3,1,0.060566
dynamic,8,3,2,0.180871
dynamic,8,3,1,0.060640
dynamic,8,3,2,0.180568
dynamic,8,6,1,0.033572
dynamic,8,6,2,0.103642
dynamic,8,6,1,0.033567
dynamic,8,6,2,0.103672
dynamic,8,6,1,0.033582
dynamic,8,6,2,0.103653
dynamic,8,6,1,0.033596
dynamic,8,6,2,0.103674
dynamic,8,6,1,0.033564
dynamic,8,6,2,0.103627
dynamic,8,6,1,0.033612
dynamic,8,6,2,0.103767
dynamic,8,6,1,0.033583
dynamic,8,6,2,0.103679
dynamic,8,6,1,0.033577
dynamic,8,6,2,0.103718
dynamic,8,6,1,0.033582
dynamic,8,6,2,0.103693
dynamic,8,6,1,0.033586
dynamic,8,6,2,0.103689
dynamic,8,6,1,0.033574
dynamic,8,6,2,0.103697
dynamic,8,6,1,0.033575
dynamic,8,6,2,0.103699
dynamic,8,6,1,0.033543
dynamic,8,6,2,0.103662
dynamic,8,6,1,0.033594
dynamic,8,6,2,0.103663
dynamic,8,6,1,0.033565
dynamic,8,6,2,0.103649
dynamic,8,6,1,0.033581
dynamic,8,6,2,0.103685
dynamic,8,6,1,0.033590
dynamic,8,6,2,0.103710
dynamic,8,6,1,0.033580
dynamic,8,6,2,0.103693
dynamic,8,6,1,0.033579
dynamic,8,6,2,0.103668
dynamic,8,6,1,0.033547
dynamic,8,6,2,0.103627
dynamic,8,12,1,0.017785
dynamic,8,12,2,0.072744
dynamic,8,12,1,0.017782
dynamic,8,12,2,0.072713
dynamic,8,12,1,0.017770
dynamic,8,12,2,0.072613
dynamic,8,12,1,0.017802
dynamic,8,12,2,0.072636
dynamic,8,12,1,0.017772
dynamic,8,12,2,0.072566
dynamic,8,12,1,0.017783
dynamic,8,12,2,0.072716
dynamic,8,12,1,0.017783
dynamic,8,12,2,0.071954
dynamic,8,12,1,0.017803
dynamic,8,12,2,0.071940
dynamic,8,12,1,0.017786
dynamic,8,12,2,0.072705
dynamic,8,12,1,0.017795
dynamic,8,12,2,0.072754
dynamic,8,12,1,0.017735
dynamic,8,12,2,0.072209
dynamic,8,12,1,0.017776
dynamic,8,12,2,0.071968
dynamic,8,12,1,0.017774
dynamic,8,12,2,0.071968
dynamic,8,12,1,0.017736
dynamic,8,12,2,0.072630
dynamic,8,12,1,0.017775
dynamic,8,12,2,0.072313
dynamic,8,12,1,0.017780
dynamic,8,12,2,0.072056
dynamic,8,12,1,0.017783
dynamic,8,12,2,0.071904
dynamic,8,12,1,0.017766
dynamic,8,12,2,0.072714
dynamic,8,12,1,0.017753
dynamic,8,12,2,0.072382
dynamic,8,12,1,0.017778
dynamic,8,12,2,0.072435
dynamic,8,24,1,0.010156
dynamic,8,24,2,0.072809
dynamic,8,24,1,0.010263
dynamic,8,24,2,0.072201
dynamic,8,24,1,0.010217
dynamic,8,24,2,0.072672
dynamic,8,24,1,0.010348
dynamic,8,24,2,0.071906
dynamic,8,24,1,0.010308
dynamic,8,24,2,0.072556
dynamic,8,24,1,0.010220
dynamic,8,24,2,0.072416
dynamic,8,24,1,0.010317
dynamic,8,24,2,0.072289
dynamic,8,24,1,0.010255
dynamic,8,24,2,0.071980
dynamic,8,24,1,0.010286
dynamic,8,24,2,0.072449
dynamic,8,24,1,0.010244
dynamic,8,24,2,0.072447
dynamic,8,24,1,0.010240
dynamic,8,24,2,0.072026
dynamic,8,24,1,0.010186
dynamic,8,24,2,0.071970
dynamic,8,24,1,0.010279
dynamic,8,24,2,0.072060
dynamic,8,24,1,0.010300
dynamic,8,24,2,0.072349
dynamic,8,24,1,0.010174
dynamic,8,24,2,0.072531
dynamic,8,24,1,0.010267
dynamic,8,24,2,0.072328
dynamic,8,24,1,0.010244
dynamic,8,24,2,0.071883
dynamic,8,24,1,0.010251
dynamic,8,24,2,0.072614
dynamic,8,24,1,0.010269
dynamic,8,24,2,0.072019
dynamic,8,24,1,0.010191
dynamic,8,24,2,0.072839
dynamic,16,1,1,0.170668
dynamic,16,1,2,0.504154
dynamic,16,1,1,0.170618
dynamic,16,1,2,0.503807
dynamic,16,1,1,0.170752
dynamic,16,1,2,0.504588
dynamic,16,1,1,0.170749
dynamic,16,1,2,0.506354
dynamic,16,1,1,0.170804
dynamic,16,1,2,0.504679
dynamic,16,1,1,0.170840
dynamic,16,1,2,0.504674
dynamic,16,1,1,0.171156
dynamic,16,1,2,0.504743
dynamic,16,1,1,0.171246
dynamic,16,1,2,0.503553
dynamic,16,1,1,0.173314
dynamic,16,1,2,0.505399
dynamic,16,1,1,0.170970
dynamic,16,1,2,0.504182
dynamic,16,1,1,0.171235
dynamic,16,1,2,0.504104
dynamic,16,1,1,0.170977
dynamic,16,1,2,0.496496
dynamic,16,1,1,0.170919
dynamic,16,1,2,0.497665
dynamic,16,1,1,0.170964
dynamic,16,1,2,0.498499
dynamic,16,1,1,0.170858
dynamic,16,1,2,0.498499
dynamic,16,1,1,0.170723
dynamic,16,1,2,0.499660
dynamic,16,1,1,0.170680
dynamic,16,1,2,0.501793
dynamic,16,1,1,0.170728
dynamic,16,1,2,0.503148
dynamic,16,1,1,0.170694
dynamic,16,1,2,0.504489
dynamic,16,1,1,0.170752
dynamic,16,1,2,0.504712
dynamic,16,2,1,0.087807
dynamic,16,2,2,0.263510
dynamic,16,2,1,0.088206
dynamic,16,2,2,0.262748
dynamic,16,2,1,0.087915
dynamic,16,2,2,0.258824
dynamic,16,2,1,0.087911
dynamic,16,2,2,0.262597
dynamic,16,2,1,0.087851
dynamic,16,2,2,0.263130
dynamic,16,2,1,0.087956
dynamic,16,2,2,0.262840
dynamic,16,2,1,0.087829
dynamic,16,2,2,0.261573
dynamic,16,2,1,0.087894
dynamic,16,2,2,0.261810
dynamic,16,2,1,0.087856
dynamic,16,2,2,0.264759
dynamic,16,2,1,0.087813
dynamic,16,2,2,0.262513
dynamic,16,2,1,0.088062
dynamic,16,2,2,0.261889
dynamic,16,2,1,0.087801
dynamic,16,2,2,0.258870
dynamic,16,2,1,0.087952
dynamic,16,2,2,0.263324
dynamic,16,2,1,0.087883
dynamic,16,2,2,0.263467
dynamic,16,2,1,0.088624
dynamic,16,2,2,0.262477
dynamic,16,2,1,0.087974
dynamic,16,2,2,0.259125
dynamic,16,2,1,0.088445
dynamic,16,2,2,0.263051
dynamic,16,2,1,0.087794
dynamic,16,2,2,0.263636
dynamic,16,2,1,0.087810
dynamic,16,2,2,0.259173
dynamic,16,2,1,0.087904
dynamic,16,2,2,0.258990
dynamic,16,3,1,0.060765
dynamic,16,3,2,0.182624
dynamic,16,3,1,0.060554
dynamic,16,3,2,0.180395
dynamic,16,3,1,0.060515
dynamic,16,3,2,0.180690
dynamic,16,3,1,0.060531
dynamic,16,3,2,0.181221
dynamic,16,3,1,0.061041
dynamic,16,3,2,0.182142
dynamic,16,3,1,0.060523
dynamic,16,3,2,0.180720
dynamic,16,3,1,0.060494
dynamic,16,3,2,0.180718
dynamic,16,3,1,0.060503
dynamic,16,3,2,0.180528
dynamic,16,3,1,0.060520
dynamic,16,3,2,0.180725
dynamic,16,3,1,0.060487
dynamic,16,3,2,0.180482
dynamic,16,3,1,0.060503
dynamic,16,3,2,0.180568
dynamic,16,3,1,0.060545
dynamic,16,3,2,0.180715
dynamic,16,3,1,0.060531
dynamic,16,3,2,0.180523
dynamic,16,3,1,0.060492
dynamic,16,3,2,0.180455
dynamic,16,3,1,0.060877
dynamic,16,3,2,0.182107
dynamic,16,3,1,0.060511
dynamic,16,3,2,0.180482
dynamic,16,3,1,0.060526
dynamic,16,3,2,0.180533
dynamic,16,3,1,0.060494
dynamic,16,3,2,0.181095
dynamic,16,3,1,0.060599
dynamic,16,3,2,0.180428
dynamic,16,3,1,0.060495
dynamic,16,3,2,0.180868
dynamic,16,6,1,0.033611
dynamic,16,6,2,0.139942
dynamic,16,6,1,0.033595
dynamic,16,6,2,0.138258
dynamic,16,6,1,0.033590
dynamic,16,6,2,0.139952
dynamic,16,6,1,0.033594
dynamic,16,6,2,0.138141
dynamic,16,6,1,0.033609
dynamic,16,6,2,0.140263
dynamic,16,6,1,0.033628
dynamic,16,6,2,0.140343
dynamic,16,6,1,0.033582
dynamic,16,6,2,0.138369
dynamic,16,6,1,0.033613
dynamic,16,6,2,0.138948
dynamic,16,6,1,0.033614
dynamic,16,6,2,0.138218
dynamic,16,6,1,0.033614
dynamic,16,6,2,0.138116
dynamic,16,6,1,0.033626
dynamic,16,6,2,0.140415
dynamic,16,6,1,0.033604
dynamic,16,6,2,0.138242
dynamic,16,6,1,0.033608
dynamic,16,6,2,0.138085
dynamic,16,6,1,0.033633
dynamic,16,6,2,0.138409
dynamic,16,6,1,0.033610
dynamic,16,6,2,0.138243
dynamic,16,6,1,0.033601
dynamic,16,6,2,0.139182
dynamic,16,6,1,0.033634
dynamic,16,6,2,0.138194
dynamic,16,6,1,0.033582
dynamic,16,6,2,0.138182
dynamic,16,6,1,0.033646
dynamic,16,6,2,0.139028
dynamic,16,6,1,0.033576
dynamic,16,6,2,0.139979
dynamic,16,12,1,0.017827
dynamic,16,12,2,0.144901
dynamic,16,12,1,0.017788
dynamic,16,12,2,0.143134
dynamic,16,12,1,0.017849
dynamic,16,12,2,0.143701
dynamic,16,12,1,0.017804
dynamic,16,12,2,0.145073
dynamic,16,12,1,0.017860
dynamic,16,12,2,0.144509
dynamic,16,12,1,0.017868
dynamic,16,12,2,0.143664
dynamic,16,12,1,0.017829
dynamic,16,12,2,0.143702
dynamic,16,12,1,0.017799
dynamic,16,12,2,0.144029
dynamic,16,12,1,0.017872
dynamic,16,12,2,0.143312
dynamic,16,12,1,0.017864
dynamic,16,12,2,0.144075
dynamic,16,12,1,0.017835
dynamic,16,12,2,0.144655
dynamic,16,12,1,0.017846
dynamic,16,12,2,0.143073
dynamic,16,12,1,0.017816
dynamic,16,12,2,0.143935
dynamic,16,12,1,0.017857
dynamic,16,12,2,0.143687
dynamic,16,12,1,0.017842
dynamic,16,12,2,0.144269
dynamic,16,12,1,0.017827
dynamic,16,12,2,0.145036
dynamic,16,12,1,0.017832
dynamic,16,12,2,0.143800
dynamic,16,12,1,0.017840
dynamic,16,12,2,0.143863
dynamic,16,12,1,0.017801
dynamic,16,12,2,0.144213
dynamic,16,12,1,0.017817
dynamic,16,12,2,0.143746
dynamic,16,24,1,0.010508
dynamic,16,24,2,0.141169
dynamic,16,24,1,0.010489
dynamic,16,24,2,0.143787
dynamic,16,24,1,0.010392
dynamic,16,24,2,0.143635
dynamic,16,24,1,0.010405
dynamic,16,24,2,0.142527
dynamic,16,24,1,0.010361
dynamic,16,24,2,0.142711
dynamic,16,24,1,0.010402
dynamic,16,24,2,0.141775
dynamic,16,24,1,0.010369
dynamic,16,24,2,0.142347
dynamic,16,24,1,0.010518
dynamic,16,24,2,0.143188
dynamic,16,24,1,0.010377
dynamic,16,24,2,0.142150
dynamic,16,24,1,0.010476
dynamic,16,24,2,0.139904
dynamic,16,24,1,0.010459
dynamic,16,24,2,0.142062
dynamic,16,24,1,0.010334
dynamic,16,24,2,0.141315
dynamic,16,24,1,0.010370
dynamic,16,24,2,0.141550
dynamic,16,24,1,0.010400
dynamic,16,24,2,0.142326
dynamic,16,24,1,0.010390
dynamic,16,24,2,0.140886
dynamic,16,24,1,0.010302
dynamic,16,24,2,0.141138
dynamic,16,24,1,0.010398
dynamic,16,24,2,0.141979
dynamic,16,24,1,0.010297
dynamic,16,24,2,0.142481
dynamic,16,24,1,0.010463
dynamic,16,24,2,0.143396
dynamic,16,24,1,0.010465
dynamic,16,24,2,0.143634
dynamic,32,1,1,0.170602
dynamic,32,1,2,0.502017
dynamic,32,1,1,0.170692
dynamic,32,1,2,0.503285
dynamic,32,1,1,0.170687
dynamic,32,1,2,0.504522
dynamic,32,1,1,0.171125
dynamic,32,1,2,0.503580
dynamic,32,1,1,0.171166
dynamic,32,1,2,0.504053
dynamic,32,1,1,0.170897
dynamic,32,1,2,0.504123
dynamic,32,1,1,0.170915
dynamic,32,1,2,0.496925
dynamic,32,1,1,0.170945
dynamic,32,1,2,0.497116
dynamic,32,1,1,0.170617
dynamic,32,1,2,0.501229
dynamic,32,1,1,0.170614
dynamic,32,1,2,0.502005
dynamic,32,1,1,0.170626
dynamic,32,1,2,0.505077
dynamic,32,1,1,0.170633
dynamic,32,1,2,0.504674
dynamic,32,1,1,0.170722
dynamic,32,1,2,0.504697
dynamic,32,1,1,0.171030
dynamic,32,1,2,0.503687
dynamic,32,1,1,0.170817
dynamic,32,1,2,0.504140
dynamic,32,1,1,0.170805
dynamic,32,1,2,0.495906
dynamic,32,1,1,0.170877
dynamic,32,1,2,0.496579
dynamic,32,1,1,0.170865
dynamic,32,1,2,0.498012
dynamic,32,1,1,0.170710
dynamic,32,1,2,0.499418
dynamic,32,1,1,0.170660
dynamic,32,1,2,0.501241
dynamic,32,2,1,0.087813
dynamic,32,2,2,0.260259
dynamic,32,2,1,0.087915
dynamic,32,2,2,0.258884
dynamic,32,2,1,0.087948
dynamic,32,2,2,0.262745
dynamic,32,2,1,0.087863
dynamic,32,2,2,0.263306
dynamic,32,2,1,0.087809
dynamic,32,2,2,0.261830
dynamic,32,2,1,0.087847
dynamic,32,2,2,0.258820
dynamic,32,2,1,0.088597
dynamic,32,2,2,0.261184
dynamic,32,2,1,0.087969
dynamic,32,2,2,0.261780
dynamic,32,2,1,0.087864
dynamic,32,2,2,0.262383
dynamic,32,2,1,0.087825
dynamic,32,2,2,0.258786
dynamic,32,2,1,0.088600
dynamic,32,2,2,0.259755
dynamic,32,2,1,0.088327
dynamic,32,2,2,0.262130
dynamic,32,2,1,0.087814
dynamic,32,2,2,0.263143
dynamic,32,2,1,0.087820
dynamic,32,2,2,0.259842
dynamic,32,2,1,0.088256
dynamic,32,2,2,0.258756
dynamic,32,2,1,0.087955
dynamic,32,2,2,0.262922
dynamic,32,2,1,0.087811
dynamic,32,2,2,0.261118
dynamic,32,2,1,0.087817
dynamic,32,2,2,0.261185
dynamic,32,2,1,0.087808
dynamic,32,2,2,0.258748
dynamic,32,2,1,0.087949
dynamic,32,2,2,0.263061
dynamic,32,3,1,0.060713
dynamic,32,3,2,0.239139
dynamic,32,3,1,0.060544
dynamic,32,3,2,0.235493
dynamic,32,3,1,0.061323
dynamic,32,3,2,0.241198
dynamic,32,3,1,0.060531
dynamic,32,3,2,0.235198
dynamic,32,3,1,0.060606
dynamic,32,3,2,0.235131
dynamic,32,3,1,0.060572
dynamic,32,3,2,0.235341
dynamic,32,3,1,0.060505
dynamic,32,3,2,0.236703
dynamic,32,3,1,0.060552
dynamic,32,3,2,0.235262
dynamic,32,3,1,0.060597
dynamic,32,3,2,0.235401
